date,position,country,song,winning chance,BET365,UNIBET,COOL BET,BETFAIR SPORT,SKY BET, BETSSON ,LAD BROKES,COMEON, * SMARKETS,888 SPORT,BOYLE SPORTS,BET FRED,10BET,BETWAY, WILLIAM  HILL,BETFAIR*  EXCHANGE ,BWIN,BET STARS
2023-04-12,36,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,201.0,501.0,300.0,251.0,251.0,290.0,,251.0,201.0,251.0,301.0,201.0,1000.0,301.0,251.0
2023-04-12,37,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,501.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,,251.0,201.0,251.0,301.0,251.0,1000.0,301.0,251.0
2023-04-13,1,Sweden,Loreen - Tattoo,39%,1.8,1.83,1.85,1.83,1.83,1.85,1.8,1.83,1.94,1.83,1.8,1.91,1.83,1.91,1.83,2.0,1.8,1.83
2023-04-13,2,Finland,Käärijä - Cha Cha Cha,15%,5.0,4.5,4.3,5.0,5.5,4.5,5.0,4.0,5.8,5.0,4.5,5.0,4.0,4.5,5.0,6.2,5.0,4.5
2023-04-13,3,Ukraine,Tvorchi - Heart of Steel,10%,7.0,8.0,7.5,6.0,8.5,8.0,6.0,6.5,7.8,6.0,8.0,7.0,6.5,9.0,6.0,10.0,8.0,6.5
2023-04-13,4,Norway,Alessandra - Queen of Kings,5%,15.0,11.0,15.0,13.0,12.0,12.0,15.0,13.0,19.0,13.0,15.0,13.0,13.0,13.0,13.0,23.0,15.0,13.0
2023-04-13,5,Spain,Blanca Paloma - Eaea,5%,13.0,13.0,15.0,17.0,16.0,15.0,13.0,13.0,16.0,13.0,15.0,13.0,13.0,13.0,13.0,17.0,13.0,17.0
2023-04-13,6,Israel,Noa Kirel - Unicorn,3%,26.0,26.0,23.0,21.0,21.0,25.0,21.0,21.0,25.0,21.0,21.0,21.0,21.0,26.0,21.0,32.0,26.0,26.0
2023-04-13,7,Austria,Teya & Salena - Who The Hell Is Edgar?,3%,26.0,31.0,29.0,31.0,29.0,25.0,29.0,29.0,42.0,26.0,26.0,26.0,29.0,26.0,29.0,44.0,21.0,26.0
2023-04-13,8,Czechia,Vesna - My Sister's Crown,2%,31.0,51.0,41.0,23.0,34.0,30.0,29.0,26.0,50.0,23.0,34.0,26.0,26.0,29.0,26.0,60.0,26.0,23.0
2023-04-13,9,France,La Zarra - Évidemment,2%,34.0,41.0,41.0,26.0,34.0,35.0,34.0,34.0,50.0,34.0,34.0,26.0,34.0,34.0,26.0,55.0,34.0,26.0
2023-04-13,10,United Kingdom,Mae Muller - I Wrote A Song,2%,46.0,76.0,61.0,31.0,41.0,60.0,34.0,34.0,46.0,26.0,34.0,41.0,34.0,34.0,26.0,70.0,34.0,41.0
2023-04-13,11,Italy,Marco Mengoni - Due vite,1%,71.0,51.0,81.0,67.0,67.0,60.0,51.0,51.0,95.0,34.0,51.0,51.0,51.0,67.0,41.0,100.0,51.0,67.0
2023-04-13,12,Armenia,Brunette - Future Lover,1%,71.0,67.0,81.0,67.0,101.0,80.0,67.0,67.0,140.0,51.0,67.0,67.0,67.0,67.0,67.0,130.0,67.0,67.0
2023-04-13,13,Switzerland,Remo Forrer - Watergun,1%,126.0,101.0,101.0,81.0,126.0,100.0,81.0,81.0,220.0,41.0,81.0,67.0,81.0,81.0,67.0,150.0,101.0,101.0
2023-04-13,14,Georgia,Iru - Echo,1%,201.0,101.0,126.0,81.0,151.0,150.0,67.0,81.0,270.0,41.0,101.0,101.0,81.0,101.0,67.0,410.0,101.0,101.0
2023-04-13,15,Netherlands,Nicolai & Cooper - Burning Daylight,1%,81.0,101.0,81.0,126.0,126.0,100.0,151.0,101.0,270.0,101.0,126.0,101.0,101.0,151.0,67.0,180.0,101.0,101.0
2023-04-13,16,Serbia,Luke Black - Samo mi se spava,1%,126.0,101.0,126.0,101.0,151.0,125.0,81.0,101.0,270.0,101.0,101.0,101.0,101.0,101.0,101.0,200.0,101.0,151.0
2023-04-13,17,Croatia,Let 3 - Mama ŠČ!,1%,151.0,126.0,151.0,101.0,201.0,150.0,101.0,101.0,240.0,101.0,101.0,101.0,101.0,101.0,101.0,230.0,101.0,151.0
2023-04-13,18,Australia,Voyager - Promise,1%,151.0,151.0,126.0,101.0,151.0,150.0,151.0,101.0,270.0,101.0,126.0,101.0,101.0,126.0,101.0,240.0,101.0,101.0
2023-04-13,19,Moldova,Pasha Parfeni - Soarele și Luna,1%,201.0,126.0,126.0,101.0,151.0,150.0,101.0,101.0,270.0,101.0,126.0,101.0,101.0,126.0,101.0,350.0,101.0,151.0
2023-04-13,20,Germany,Lord Of The Lost - Blood & Glitter,<1%,151.0,201.0,151.0,101.0,151.0,150.0,101.0,151.0,270.0,101.0,151.0,201.0,151.0,151.0,101.0,270.0,101.0,151.0
2023-04-13,21,Slovenia,Joker Out - Carpe Diem,<1%,201.0,126.0,151.0,126.0,201.0,200.0,101.0,101.0,270.0,151.0,201.0,201.0,101.0,101.0,126.0,300.0,101.0,151.0
2023-04-13,22,Estonia,Alika - Bridges,<1%,251.0,151.0,151.0,151.0,201.0,150.0,201.0,151.0,270.0,51.0,151.0,201.0,151.0,201.0,151.0,350.0,101.0,201.0
2023-04-13,23,Ireland,Wild Youth - We Are One,<1%,251.0,351.0,301.0,91.0,301.0,250.0,151.0,151.0,280.0,101.0,81.0,126.0,151.0,201.0,101.0,760.0,101.0,151.0
2023-04-13,24,Cyprus,A. Lambrou - Break a Broken Heart,<1%,201.0,201.0,201.0,201.0,201.0,200.0,201.0,201.0,280.0,201.0,201.0,201.0,201.0,201.0,251.0,380.0,101.0,201.0
2023-04-13,25,Poland,Blanka - Solo,<1%,251.0,251.0,251.0,201.0,251.0,150.0,201.0,201.0,280.0,201.0,151.0,201.0,201.0,151.0,201.0,420.0,101.0,201.0
2023-04-13,26,Iceland,Diljá - Power,<1%,251.0,251.0,251.0,201.0,251.0,150.0,201.0,201.0,290.0,101.0,201.0,201.0,201.0,151.0,201.0,950.0,101.0,201.0
2023-04-13,27,Portugal,Mimicat - Ai Coração,<1%,251.0,251.0,301.0,151.0,301.0,250.0,201.0,201.0,290.0,101.0,201.0,201.0,201.0,201.0,151.0,520.0,101.0,201.0
2023-04-13,28,Denmark,Reiley - Breaking My Heart,<1%,251.0,276.0,301.0,201.0,301.0,250.0,201.0,201.0,290.0,101.0,251.0,201.0,201.0,201.0,201.0,420.0,101.0,201.0
2023-04-13,29,Greece,Victor Vernicos - What They Say,<1%,251.0,301.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,251.0,860.0,101.0,201.0
2023-04-13,30,Azerbaijan,TuralTuranX - Tell Me More,<1%,251.0,301.0,301.0,251.0,501.0,250.0,201.0,151.0,290.0,101.0,251.0,201.0,151.0,151.0,251.0,1000.0,101.0,251.0
2023-04-13,31,Lithuania,Monika Linkytė - Stay,<1%,201.0,201.0,251.0,251.0,501.0,250.0,201.0,251.0,290.0,101.0,251.0,201.0,251.0,251.0,251.0,820.0,101.0,251.0
2023-04-13,32,Belgium,Gustaph - Because of You,<1%,251.0,351.0,301.0,201.0,301.0,250.0,201.0,251.0,290.0,151.0,251.0,201.0,251.0,251.0,201.0,1000.0,101.0,251.0
2023-04-13,33,Malta,The Busker - Dance (Our Own Party),<1%,251.0,351.0,301.0,201.0,501.0,250.0,201.0,201.0,290.0,151.0,251.0,201.0,201.0,251.0,201.0,1000.0,101.0,251.0
2023-04-13,34,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,351.0,301.0,151.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,151.0,1000.0,101.0,251.0
2023-04-13,35,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,201.0,251.0,1000.0,101.0,251.0
2023-04-13,36,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,201.0,501.0,300.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,201.0,1000.0,301.0,251.0
2023-04-13,37,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,501.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,201.0,251.0,201.0,251.0,301.0,251.0,1000.0,301.0,251.0
2023-04-14,1,Sweden,Loreen - Tattoo,40%,1.8,1.85,1.85,1.83,1.91,1.85,1.8,1.83,1.95,1.83,1.8,1.91,1.83,1.91,1.83,2.02,1.8,1.83
2023-04-14,2,Finland,Käärijä - Cha Cha Cha,15%,5.0,4.5,4.3,5.0,5.0,4.5,5.0,4.0,5.7,5.0,4.5,5.0,4.0,4.5,5.0,6.0,5.0,4.5
2023-04-14,3,Ukraine,Tvorchi - Heart of Steel,10%,7.0,8.0,7.5,6.0,9.0,8.0,6.0,6.5,8.2,6.0,8.0,7.0,6.5,9.0,6.0,10.0,8.0,6.5
2023-04-14,4,Spain,Blanca Paloma - Eaea,5%,12.0,11.0,15.0,17.0,15.0,15.0,13.0,13.0,16.0,13.0,15.0,13.0,13.0,13.0,13.0,17.0,13.0,17.0
2023-04-14,5,Norway,Alessandra - Queen of Kings,5%,17.0,13.0,15.0,13.0,13.0,12.0,15.0,13.0,19.0,13.0,15.0,13.0,13.0,13.0,13.0,23.0,15.0,13.0
2023-04-14,6,Israel,Noa Kirel - Unicorn,3%,26.0,26.0,26.0,21.0,21.0,25.0,21.0,21.0,28.0,21.0,21.0,21.0,21.0,26.0,21.0,40.0,26.0,26.0
2023-04-14,7,Austria,Teya & Salena - Who The Hell Is Edgar?,3%,26.0,29.0,26.0,31.0,29.0,25.0,29.0,29.0,44.0,26.0,26.0,26.0,29.0,26.0,29.0,44.0,21.0,26.0
2023-04-14,8,Czechia,Vesna - My Sister's Crown,2%,34.0,51.0,51.0,23.0,51.0,30.0,29.0,26.0,46.0,23.0,34.0,26.0,26.0,29.0,26.0,55.0,26.0,23.0
2023-04-14,9,France,La Zarra - Évidemment,2%,41.0,41.0,51.0,26.0,41.0,35.0,34.0,34.0,44.0,34.0,34.0,26.0,34.0,34.0,26.0,50.0,34.0,26.0
2023-04-14,10,United Kingdom,Mae Muller - I Wrote A Song,2%,46.0,76.0,61.0,31.0,41.0,60.0,34.0,34.0,50.0,26.0,34.0,41.0,34.0,34.0,26.0,80.0,34.0,41.0
2023-04-14,11,Italy,Marco Mengoni - Due vite,1%,67.0,41.0,81.0,67.0,67.0,60.0,51.0,51.0,85.0,34.0,51.0,51.0,51.0,67.0,41.0,100.0,51.0,67.0
2023-04-14,12,Armenia,Brunette - Future Lover,1%,76.0,67.0,81.0,67.0,101.0,80.0,67.0,67.0,110.0,51.0,67.0,67.0,67.0,67.0,67.0,140.0,67.0,67.0
2023-04-14,13,Switzerland,Remo Forrer - Watergun,1%,126.0,101.0,101.0,81.0,126.0,100.0,81.0,81.0,270.0,41.0,81.0,67.0,81.0,81.0,67.0,290.0,101.0,101.0
2023-04-14,14,Georgia,Iru - Echo,1%,201.0,101.0,151.0,81.0,151.0,150.0,67.0,81.0,270.0,41.0,101.0,101.0,81.0,101.0,67.0,470.0,101.0,101.0
2023-04-14,15,Serbia,Luke Black - Samo mi se spava,1%,126.0,101.0,126.0,101.0,151.0,125.0,81.0,101.0,270.0,101.0,101.0,101.0,101.0,101.0,101.0,300.0,101.0,151.0
2023-04-14,16,Netherlands,Nicolai & Cooper - Burning Daylight,1%,101.0,101.0,126.0,126.0,126.0,100.0,151.0,101.0,270.0,101.0,126.0,101.0,101.0,151.0,67.0,270.0,101.0,101.0
2023-04-14,17,Croatia,Let 3 - Mama ŠČ!,1%,151.0,126.0,151.0,101.0,201.0,150.0,101.0,101.0,270.0,101.0,101.0,101.0,101.0,101.0,101.0,320.0,101.0,151.0
2023-04-14,18,Australia,Voyager - Promise,1%,151.0,151.0,151.0,101.0,151.0,150.0,151.0,101.0,270.0,101.0,126.0,101.0,101.0,126.0,101.0,240.0,101.0,101.0
2023-04-14,19,Moldova,Pasha Parfeni - Soarele și Luna,1%,201.0,126.0,151.0,101.0,151.0,150.0,101.0,101.0,280.0,101.0,126.0,101.0,101.0,126.0,101.0,480.0,101.0,151.0
2023-04-14,20,Germany,Lord Of The Lost - Blood & Glitter,<1%,151.0,201.0,151.0,101.0,151.0,150.0,101.0,151.0,270.0,101.0,151.0,201.0,151.0,151.0,101.0,280.0,101.0,151.0
2023-04-14,21,Slovenia,Joker Out - Carpe Diem,<1%,201.0,126.0,151.0,126.0,201.0,200.0,101.0,101.0,270.0,151.0,201.0,201.0,101.0,101.0,126.0,390.0,101.0,151.0
2023-04-14,22,Estonia,Alika - Bridges,<1%,251.0,151.0,201.0,151.0,201.0,150.0,201.0,151.0,280.0,51.0,151.0,201.0,151.0,201.0,151.0,480.0,101.0,201.0
2023-04-14,23,Ireland,Wild Youth - We Are One,<1%,251.0,351.0,501.0,91.0,301.0,250.0,151.0,151.0,290.0,101.0,81.0,126.0,151.0,201.0,101.0,880.0,101.0,151.0
2023-04-14,24,Cyprus,A. Lambrou - Break a Broken Heart,<1%,201.0,201.0,201.0,201.0,201.0,200.0,201.0,201.0,270.0,201.0,201.0,201.0,201.0,201.0,251.0,480.0,101.0,201.0
2023-04-14,25,Poland,Blanka - Solo,<1%,251.0,251.0,251.0,201.0,251.0,150.0,201.0,201.0,300.0,201.0,151.0,201.0,201.0,151.0,201.0,580.0,101.0,201.0
2023-04-14,26,Iceland,Diljá - Power,<1%,251.0,251.0,301.0,201.0,251.0,150.0,201.0,201.0,290.0,101.0,201.0,201.0,201.0,151.0,201.0,1000.0,101.0,201.0
2023-04-14,27,Portugal,Mimicat - Ai Coração,<1%,251.0,251.0,301.0,151.0,301.0,250.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,201.0,151.0,840.0,101.0,201.0
2023-04-14,28,Greece,Victor Vernicos - What They Say,<1%,251.0,301.0,301.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,251.0,900.0,101.0,201.0
2023-04-14,29,Denmark,Reiley - Breaking My Heart,<1%,251.0,276.0,501.0,201.0,301.0,250.0,201.0,201.0,290.0,101.0,251.0,201.0,201.0,201.0,201.0,360.0,101.0,201.0
2023-04-14,30,Lithuania,Monika Linkytė - Stay,<1%,201.0,201.0,301.0,251.0,501.0,250.0,201.0,251.0,290.0,101.0,251.0,201.0,251.0,251.0,251.0,1000.0,101.0,251.0
2023-04-14,31,Azerbaijan,TuralTuranX - Tell Me More,<1%,251.0,301.0,501.0,251.0,501.0,250.0,201.0,151.0,290.0,101.0,251.0,201.0,151.0,151.0,251.0,1000.0,101.0,251.0
2023-04-14,32,Belgium,Gustaph - Because of You,<1%,251.0,351.0,501.0,201.0,301.0,250.0,201.0,251.0,290.0,151.0,251.0,201.0,251.0,251.0,201.0,1000.0,101.0,251.0
2023-04-14,33,Malta,The Busker - Dance (Our Own Party),<1%,251.0,351.0,501.0,201.0,501.0,250.0,201.0,201.0,290.0,151.0,251.0,201.0,201.0,251.0,201.0,1000.0,101.0,251.0
2023-04-14,34,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,351.0,501.0,151.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,151.0,1000.0,101.0,251.0
2023-04-14,35,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,501.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,201.0,251.0,1000.0,101.0,251.0
2023-04-14,36,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,501.0,201.0,501.0,300.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,201.0,1000.0,301.0,251.0
2023-04-14,37,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,501.0,501.0,251.0,501.0,300.0,251.0,251.0,290.0,201.0,251.0,201.0,251.0,301.0,251.0,1000.0,301.0,251.0
2023-04-15,1,Sweden,Loreen - Tattoo,39%,1.8,1.85,1.9,1.83,1.91,1.85,1.8,1.83,1.95,1.83,1.8,1.91,1.83,1.91,1.83,2.02,1.8,1.83
2023-04-15,2,Finland,Käärijä - Cha Cha Cha,16%,4.5,4.5,4.25,5.0,5.0,4.5,5.0,4.0,5.3,5.0,4.5,5.0,4.0,4.5,5.0,5.6,5.0,4.5
2023-04-15,3,Ukraine,Tvorchi - Heart of Steel,10%,7.0,8.0,7.5,6.5,9.0,8.0,6.0,6.5,8.0,6.0,8.0,7.0,6.5,9.0,6.0,10.0,8.0,7.0
2023-04-15,4,Spain,Blanca Paloma - Eaea,6%,11.0,11.0,15.0,11.0,15.0,15.0,13.0,13.0,16.0,13.0,15.0,13.0,13.0,13.0,13.0,17.0,13.0,11.0
2023-04-15,5,Norway,Alessandra - Queen of Kings,5%,17.0,13.0,15.0,13.0,13.0,12.0,15.0,13.0,19.0,13.0,15.0,13.0,13.0,13.0,13.0,23.0,15.0,13.0
2023-04-15,6,Israel,Noa Kirel - Unicorn,3%,26.0,26.0,26.0,21.0,21.0,25.0,21.0,21.0,29.0,21.0,21.0,21.0,21.0,26.0,21.0,40.0,26.0,26.0
2023-04-15,7,Austria,Teya & Salena - Who The Hell Is Edgar?,3%,29.0,29.0,26.0,31.0,29.0,25.0,29.0,29.0,38.0,26.0,26.0,26.0,29.0,26.0,29.0,44.0,21.0,26.0
2023-04-15,8,Czechia,Vesna - My Sister's Crown,2%,36.0,51.0,51.0,23.0,51.0,30.0,29.0,26.0,46.0,23.0,34.0,26.0,26.0,29.0,26.0,55.0,26.0,23.0
2023-04-15,9,France,La Zarra - Évidemment,2%,34.0,41.0,41.0,26.0,41.0,35.0,34.0,34.0,42.0,34.0,34.0,26.0,34.0,34.0,26.0,38.0,34.0,26.0
2023-04-15,10,United Kingdom,Mae Muller - I Wrote A Song,2%,51.0,76.0,61.0,36.0,41.0,60.0,34.0,34.0,48.0,26.0,34.0,41.0,34.0,34.0,26.0,70.0,34.0,51.0
2023-04-15,11,Italy,Marco Mengoni - Due vite,1%,71.0,41.0,81.0,67.0,67.0,60.0,51.0,51.0,90.0,34.0,51.0,51.0,51.0,67.0,41.0,100.0,51.0,67.0
2023-04-15,12,Armenia,Brunette - Future Lover,1%,81.0,67.0,81.0,67.0,101.0,80.0,67.0,67.0,100.0,51.0,67.0,67.0,67.0,67.0,67.0,130.0,67.0,67.0
2023-04-15,13,Switzerland,Remo Forrer - Watergun,1%,126.0,101.0,101.0,81.0,126.0,100.0,81.0,81.0,270.0,41.0,81.0,67.0,81.0,81.0,67.0,290.0,101.0,101.0
2023-04-15,14,Georgia,Iru - Echo,1%,201.0,101.0,151.0,81.0,151.0,150.0,67.0,81.0,270.0,41.0,101.0,101.0,81.0,101.0,67.0,470.0,101.0,101.0
2023-04-15,15,Netherlands,Nicolai & Cooper - Burning Daylight,1%,126.0,101.0,126.0,126.0,126.0,100.0,151.0,101.0,240.0,101.0,126.0,101.0,101.0,151.0,67.0,270.0,101.0,101.0
2023-04-15,16,Serbia,Luke Black - Samo mi se spava,1%,151.0,101.0,126.0,101.0,151.0,125.0,81.0,101.0,270.0,101.0,101.0,101.0,101.0,101.0,101.0,300.0,101.0,151.0
2023-04-15,17,Croatia,Let 3 - Mama ŠČ!,1%,151.0,126.0,151.0,101.0,201.0,150.0,101.0,101.0,270.0,101.0,101.0,101.0,101.0,101.0,101.0,230.0,101.0,151.0
